0	0.14599	0.056011	0.3764
4	0.076956	0.00071436	0.010519
8	0.035432	1.3e-06	3e-05
12	0.015017	0	0
16	0.0061502	0	0
20	0.0024874	0	0
24	0.00098906	0	0
28	0.00039283	0	0
