0	0.325	0.48336	1
4	0.24566	0.39263	0.99015
8	0.16211	0.14193	0.75564
12	0.086664	0.012463	0.14769
16	0.042386	0.0005176	0.011594
20	0.01866	1.2847e-05	0.00038
24	0.007745	0	0
28	0.003141	0	0
