0	0.21304	0.29122	0.93488
4	0.12526	0.061757	0.36282
8	0.064394	0.0045487	0.042903
12	0.02897	0.00015056	0.0022193
16	0.012206	2.0388e-06	6e-05
20	0.0049718	0	0
24	0.0019964	0	0
28	0.00080663	0	0
