0	0.32273	0.48718	1
4	0.24278	0.4132	1
8	0.16037	0.10325	0.85897
12	0.087963	0.0018775	0.07115
16	0.042551	7.4163e-06	0.00065
20	0.018596	0	0
24	0.0077035	0	0
28	0.0031224	0	0
