0	0.37699	0.49705	1
4	0.31624	0.48894	1
8	0.24185	0.41258	1
12	0.16644	0.12626	0.93925
16	0.10169	0.0045761	0.18525
20	0.052317	2.3217e-05	0.0026606
24	0.023891	7.9365e-08	1e-05
28	0.010125	0	0
