0	0.37864	0.49593	1
4	0.31864	0.49306	1
8	0.24745	0.43333	1
12	0.17849	0.17224	0.98049
16	0.12165	0.015164	0.48551
20	0.082971	0.001501	0.074832
24	0.061875	0.00062871	0.033048
28	0.051771	0.00039241	0.02152
