0	0.21319	0.32041	0.98529
4	0.12711	0.028645	0.33782
8	0.064189	0.00022478	0.0062173
12	0.028886	4.8544e-07	2e-05
16	0.012138	0	0
20	0.0049469	0	0
24	0.0019753	0	0
28	0.00079057	0	0
