0	0.37805	0.4967	1
4	0.31482	0.48279	1
8	0.2414	0.38273	0.99505
12	0.16515	0.14219	0.83402
16	0.10007	0.016185	0.27052
20	0.051998	0.00090134	0.024029
24	0.023827	2.0794e-05	0.00109
28	0.010105	1.2698e-07	3e-05
