0	0.1495	0.061751	0.40443
4	0.077195	0.00059082	0.0084044
8	0.035435	1.1e-06	2e-05
12	0.015068	0	0
16	0.0061576	0	0
20	0.0024774	0	0
24	0.0010117	0	0
28	0.00040816	0	0
