0	0.31983	0.48568	1
4	0.23879	0.40927	1
8	0.15695	0.094366	0.85169
12	0.087676	0.0020804	0.071811
16	0.042596	6.2919e-06	0.00051
20	0.018595	0	0
24	0.0077061	0	0
28	0.0031211	0	0
