0	0.2105	0.29507	0.94366
4	0.12473	0.060227	0.375
8	0.064932	0.0047659	0.0502
12	0.028858	0.0001638	0.0026135
16	0.012164	1.2816e-05	0.00011
20	0.0049541	3.0583e-06	1e-05
24	0.0019855	0	0
28	0.00079309	0	0
