0	0.21587	0.32246	0.99505
4	0.13127	0.023651	0.35702
8	0.068076	9.4913e-05	0.0034055
12	0.032916	0	0
16	0.016331	0	0
20	0.0091801	0	0
24	0.00626	0	0
28	0.0050751	0	0
