0	0.14598	0.087154	0.40281
4	0.077521	0.0095369	0.05891
8	0.035513	0.00028207	0.0025573
12	0.015069	6.8e-06	7e-05
16	0.0061667	0	0
20	0.0024862	0	0
24	0.0010026	0	0
28	0.00039679	0	0
