0	0.37934	0.49831	1
4	0.31683	0.48923	1
8	0.24272	0.41053	1
12	0.16661	0.12746	0.94811
16	0.10051	0.00408	0.18611
20	0.052248	1.7262e-05	0.0020583
24	0.023865	6.3492e-08	1e-05
28	0.010121	0	0
