0	0.15035	0.054722	0.41443
4	0.080826	0.00027697	0.0056347
8	0.038758	4e-07	1e-05
12	0.018245	0	0
16	0.0092735	0	0
20	0.0055639	0	0
24	0.0040486	0	0
28	0.0034542	0	0
